Date, Open, High, Low, Close
11/02/12, 5583.36, 5644.93, 5582.29, 5634.91
11/01/12, 5500.24, 5576.90, 5499.96, 5573.41
10/31/12, 5512.65, 5554.61, 5501.69, 5501.69
10/30/12, 5446.08, 5502.25, 5446.08, 5498.94
10/29/12, 5429.03, 5453.99, 5403.11, 5441.53
10/26/12, 5407.76, 5441.36, 5385.76, 5439.69
10/25/12, 5430.30, 5448.14, 5419.33, 5431.24
10/24/12, 5455.82, 5471.83, 5396.52, 5462.28
10/23/12, 5536.95, 5536.95, 5431.83, 5443.79
10/22/12, 5543.89, 5578.00, 5524.35, 5539.26
10/19/12, 5579.34, 5613.73, 5538.80, 5538.80
10/18/12, 5607.17, 5643.26, 5573.12, 5611.30
10/17/12, 5563.45, 5592.11, 5554.80, 5592.11
10/16/12, 5525.08, 5541.86, 5497.84, 5541.86
10/15/12, 5490.96, 5516.28, 5487.47, 5495.28
10/12/12, 5497.24, 5504.88, 5468.43, 5472.54
10/11/12, 5465.34, 5523.82, 5451.19, 5505.31
10/10/12, 5504.49, 5508.89, 5470.77, 5476.21
10/09/12, 5532.01, 5558.10, 5506.02, 5518.17
10/08/12, 5542.20, 5542.20, 5505.62, 5518.30
10/05/12, 5479.66, 5572.07, 5479.66, 5565.82
10/04/12, 5501.61, 5510.76, 5460.20, 5470.62
10/03/12, 5493.42, 5505.10, 5458.68, 5474.70
10/02/12, 5529.22, 5572.16, 5510.17, 5520.30
10/01/12, 5447.98, 5554.03, 5445.81, 5550.14
09/28/12, 5534.93, 5549.18, 5460.33, 5465.55
09/27/12, 5484.05, 5519.00, 5484.05, 5508.83
09/26/12, 5558.18, 5558.18, 5456.87, 5470.54
09/25/12, 5521.10, 5602.51, 5512.71, 5593.26
09/24/12, 5583.50, 5585.11, 5507.97, 5525.14
09/21/12, 5606.92, 5615.71, 5583.15, 5596.80
09/20/12, 5582.72, 5620.51, 5567.10, 5590.63
09/19/12, 5622.49, 5654.07, 5599.73, 5624.15
09/18/12, 5679.86, 5679.97, 5598.31, 5607.89
09/17/12, 5727.12, 5733.66, 5694.96, 5697.57
09/14/12, 5718.16, 5769.63, 5713.53, 5749.66
09/13/12, 5591.25, 5604.30, 5559.06, 5600.31
09/12/12, 5549.61, 5616.77, 5546.71, 5605.51
09/11/12, 5478.54, 5542.41, 5442.51, 5542.41
09/10/12, 5490.17, 5517.15, 5483.95, 5492.74
09/07/12, 5411.82, 5495.49, 5411.82, 5493.45
09/06/12, 5283.51, 5389.53, 5276.14, 5376.15
09/05/12, 5324.99, 5373.63, 5276.44, 5287.88
09/04/12, 5414.94, 5416.09, 5322.45, 5330.48
09/03/12, 5350.01, 5404.41, 5350.01, 5399.66
08/31/12, 5285.84, 5356.56, 5275.77, 5334.57
08/30/12, 5303.13, 5330.04, 5268.15, 5285.61
08/29/12, 5362.28, 5372.61, 5300.51, 5309.39
08/28/12, 5438.73, 5438.73, 5355.55, 5356.54
08/27/12, 5409.33, 5477.57, 5409.33, 5457.99
08/24/12, 5414.01, 5417.45, 5359.93, 5387.69
08/23/12, 5465.67, 5477.77, 5374.00, 5393.68
08/22/12, 5473.26, 5473.26, 5421.50, 5436.82
08/21/12, 5459.20, 5503.30, 5459.20, 5499.57
08/20/12, 5464.26, 5494.01, 5428.74, 5443.24
08/17/12, 5416.67, 5459.32, 5404.84, 5459.32
08/16/12, 5369.95, 5416.97, 5356.19, 5413.22
08/15/12, 5323.18, 5364.56, 5323.15, 5345.66
08/14/12, 5381.64, 5393.27, 5339.01, 5357.55
08/13/12, 5408.60, 5415.10, 5347.44, 5368.57
08/10/12, 5441.47, 5441.47, 5379.27, 5415.41
08/09/12, 5390.57, 5450.79, 5388.32, 5443.98
08/08/12, 5380.53, 5393.44, 5321.47, 5371.33
08/07/12, 5301.65, 5400.73, 5301.65, 5397.15
08/06/12, 5258.43, 5325.88, 5251.73, 5317.85
08/03/12, 5115.08, 5257.64, 5115.08, 5255.08
08/02/12, 5201.64, 5255.57, 5109.62, 5109.62
08/01/12, 5232.47, 5260.06, 5176.60, 5214.80
07/31/12, 5289.38, 5292.32, 5191.83, 5225.10
07/30/12, 5206.73, 5282.48, 5204.62, 5282.48
07/27/12, 5140.55, 5212.47, 5104.42, 5205.75
07/26/12, 4989.31, 5111.59, 4954.55, 5108.00
07/25/12, 4916.76, 5000.59, 4916.76, 4980.89
07/24/12, 4955.55, 4980.65, 4929.70, 4934.05
07/23/12, 5016.13, 5016.13, 4915.11, 4941.63
07/20/12, 5166.54, 5183.76, 5057.67, 5063.50
07/19/12, 5122.31, 5170.19, 5108.07, 5159.33
07/18/12, 5138.91, 5139.58, 5083.10, 5127.23
07/17/12, 5152.36, 5189.56, 5118.25, 5123.85
07/16/12, 5110.52, 5151.31, 5092.26, 5151.20
07/13/12, 5072.45, 5122.61, 5069.35, 5109.65
07/12/12, 5085.92, 5119.55, 5056.31, 5059.38
07/11/12, 5096.07, 5124.26, 5077.22, 5106.45
07/10/12, 5069.02, 5149.97, 5062.64, 5117.04
07/09/12, 5103.75, 5104.95, 5040.34, 5061.27
07/06/12, 5165.19, 5171.87, 5099.14, 5099.14
07/05/12, 5218.86, 5246.69, 5158.80, 5196.75
07/04/12, 5229.82, 5229.82, 5162.48, 5215.08
07/03/12, 5169.52, 5224.84, 5159.17, 5224.84
07/02/12, 5086.62, 5173.93, 5081.27, 5163.73
06/29/12, 5008.92, 5076.64, 4993.05, 5073.44
06/28/12, 4951.74, 4970.30, 4876.09, 4900.66
06/27/12, 4884.08, 4948.93, 4873.01, 4941.45
06/26/12, 4912.49, 4922.10, 4847.68, 4863.68
06/25/12, 5044.56, 5044.56, 4889.40, 4900.66
06/21/12, 5065.26, 5104.83, 5017.19, 5071.56
06/20/12, 5070.55, 5100.74, 5024.83, 5100.74
06/19/12, 4958.00, 5061.88, 4952.39, 5051.54
06/18/12, 5036.23, 5055.32, 4917.12, 4948.99
06/15/12, 4854.97, 4952.35, 4851.50, 4948.76
06/14/12, 4844.34, 4871.12, 4788.59, 4831.48
06/13/12, 5003.75, 5017.93, 4862.72, 4877.09
06/12/12, 4972.30, 5005.37, 4931.20, 4980.35
06/11/12, 5132.58, 5163.62, 4997.99, 4998.23
06/08/12, 5001.01, 5085.70, 4936.03, 5025.48
06/07/12, 4986.08, 5058.33, 4951.05, 5025.51
06/06/12, 4875.86, 4965.20, 4875.86, 4964.10
06/05/12, 4834.14, 4857.91, 4816.78, 4835.42
06/04/12, 4819.01, 4824.30, 4785.00, 4802.12
06/01/12, 5006.57, 5006.57, 4826.47, 4858.61
05/31/12, 5086.46, 5103.86, 4960.54, 4986.13
05/30/12, 5133.59, 5150.74, 5061.17, 5065.92
05/29/12, 5145.59, 5197.52, 5103.13, 5163.47
05/28/12, 5148.90, 5204.98, 5093.80, 5111.49
05/25/12, 5133.47, 5174.31, 5084.72, 5115.27
05/24/12, 5129.90, 5144.06, 5055.45, 5120.00
05/23/12, 5206.50, 5206.50, 5083.51, 5087.14
05/22/12, 5179.53, 5270.58, 5176.70, 5254.46
05/21/12, 5072.36, 5163.76, 5068.70, 5133.82
05/18/12, 5088.23, 5129.27, 5043.91, 5068.04
05/16/12, 5185.13, 5235.42, 5111.71, 5184.94
05/15/12, 5362.87, 5362.87, 5227.44, 5233.04
05/14/12, 5474.49, 5474.49, 5296.71, 5319.43
05/11/12, 5465.42, 5522.14, 5438.92, 5517.59
05/10/12, 5465.37, 5499.65, 5402.52, 5479.10
05/09/12, 5483.41, 5497.18, 5378.11, 5422.66
05/08/12, 5516.24, 5532.81, 5437.97, 5446.95
05/07/12, 5387.47, 5514.73, 5379.64, 5510.50
05/04/12, 5579.91, 5581.14, 5454.90, 5472.23
05/03/12, 5634.72, 5665.55, 5589.08, 5615.89
05/02/12, 5718.82, 5722.95, 5580.73, 5619.90
04/30/12, 5737.25, 5740.42, 5642.41, 5650.41
04/27/12, 5595.50, 5744.95, 5582.41, 5716.57
04/26/12, 5711.13, 5735.85, 5595.44, 5607.69
04/25/12, 5584.37, 5689.57, 5581.63, 5685.49
04/24/12, 5484.96, 5567.49, 5472.70, 5563.84
04/23/12, 5547.01, 5547.01, 5407.21, 5420.33
04/20/12, 5563.45, 5586.27, 5525.93, 5566.54
04/19/12, 5628.20, 5690.18, 5556.81, 5558.12
04/18/12, 5667.28, 5668.58, 5582.88, 5605.58
04/17/12, 5519.99, 5677.63, 5519.99, 5669.12
04/16/12, 5522.23, 5570.44, 5487.28, 5527.39
04/13/12, 5587.07, 5602.90, 5512.11, 5528.27
04/12/12, 5592.76, 5625.05, 5513.96, 5614.62
04/11/12, 5653.14, 5747.29, 5596.54, 5620.80
04/10/12, 5777.93, 5787.49, 5653.57, 5653.57
04/05/12, 5836.15, 5862.22, 5736.10, 5827.14
04/04/12, 5977.24, 5987.30, 5809.66, 5814.47
04/03/12, 6040.90, 6072.22, 6020.08, 6020.08
04/02/12, 6048.35, 6051.92, 5947.96, 6048.32
03/30/12, 5971.75, 6055.71, 5971.75, 6035.35
03/29/12, 6006.69, 6038.61, 5928.73, 5939.06
03/28/12, 6042.14, 6081.94, 6009.96, 6017.81
03/27/12, 6119.02, 6128.96, 6036.35, 6043.13
03/26/12, 6035.34, 6106.05, 5982.15, 6106.05
03/23/12, 5977.24, 6037.99, 5932.21, 6020.41
03/22/12, 6053.73, 6065.91, 5932.55, 5991.39
03/21/12, 6154.58, 6172.90, 6046.59, 6071.66
03/20/12, 6213.28, 6213.28, 6137.99, 6163.45
03/19/12, 6241.26, 6254.17, 6200.91, 6250.04
03/16/12, 6230.74, 6245.74, 6208.13, 6240.54
03/15/12, 6181.72, 6205.71, 6171.14, 6205.71
03/14/12, 6199.31, 6232.00, 6181.84, 6183.85
03/13/12, 6116.01, 6175.52, 6116.01, 6167.95
03/12/12, 6089.07, 6094.00, 6033.88, 6081.35
03/09/12, 6116.19, 6127.90, 6068.76, 6087.71
03/08/12, 6016.14, 6098.89, 6016.14, 6098.89
03/07/12, 5908.50, 6009.83, 5908.50, 6005.38
03/06/12, 6099.60, 6099.60, 5909.22, 5909.22
03/05/12, 6160.35, 6163.97, 6102.09, 6125.57
03/02/12, 6163.93, 6179.40, 6129.91, 6168.80
03/01/12, 6127.51, 6173.21, 6100.76, 6139.82
02/29/12, 6139.25, 6180.99, 6109.85, 6135.00
02/28/12, 6153.82, 6190.65, 6076.19, 6124.00
02/27/12, 6205.32, 6205.32, 6100.64, 6140.39
02/24/12, 6179.96, 6257.16, 6175.70, 6243.23
02/23/12, 6188.58, 6229.98, 6111.58, 6157.74
02/22/12, 6271.26, 6287.70, 6185.84, 6198.61
02/21/12, 6306.39, 6308.96, 6231.15, 6255.54
02/20/12, 6212.60, 6291.82, 6212.60, 6291.35
02/17/12, 6112.59, 6183.73, 6112.59, 6174.08
02/16/12, 6058.93, 6071.50, 6003.36, 6068.33
02/15/12, 6060.63, 6099.61, 6060.63, 6081.93
02/14/12, 6041.03, 6069.10, 6003.04, 6022.01
02/13/12, 6030.97, 6077.15, 6013.15, 6028.34
02/10/12, 6024.19, 6045.03, 5968.00, 5990.15
02/09/12, 6070.16, 6095.66, 6020.50, 6049.83
02/08/12, 6006.02, 6084.09, 6006.02, 6060.93
02/07/12, 6020.46, 6025.56, 5940.87, 5980.94
02/06/12, 6025.55, 6027.16, 5960.55, 6004.94
02/03/12, 5957.78, 6023.41, 5919.82, 6022.15
02/02/12, 5943.77, 5952.90, 5893.30, 5942.88
02/01/12, 5785.08, 5931.00, 5776.20, 5921.08
01/31/12, 5737.76, 5793.56, 5727.81, 5764.72
01/30/12, 5806.32, 5806.32, 5675.85, 5694.43
01/27/12, 5875.35, 5925.30, 5829.15, 5833.69
01/26/12, 5826.03, 5930.23, 5784.25, 5924.34
01/25/12, 5827.34, 5861.29, 5737.57, 5798.98
01/24/12, 5907.93, 5907.93, 5743.82, 5806.88
01/23/12, 5897.00, 5946.43, 5858.87, 5934.95
01/20/12, 5933.04, 5939.00, 5838.40, 5887.16
01/19/12, 5844.13, 5905.23, 5815.34, 5905.23
01/18/12, 5792.87, 5843.63, 5744.60, 5825.24
01/17/12, 5724.39, 5817.43, 5716.80, 5768.13
01/16/12, 5559.77, 5680.91, 5543.27, 5669.86
01/13/12, 5648.65, 5678.61, 5530.26, 5569.31
01/12/12, 5601.84, 5684.14, 5588.87, 5615.50
01/11/12, 5608.02, 5664.36, 5559.53, 5574.73
01/10/12, 5518.94, 5615.97, 5508.48, 5615.97
01/09/12, 5524.99, 5543.82, 5461.81, 5471.33
01/05/12, 5536.22, 5558.12, 5486.31, 5513.83
01/04/12, 5574.96, 5574.96, 5488.83, 5507.82
01/03/12, 5537.08, 5584.84, 5493.86, 5584.84
01/02/12, 5362.41, 5513.13, 5361.65, 5503.14
12/30/11, 5311.00, 5355.06, 5276.10, 5355.06
12/29/11, 5254.38, 5297.71, 5233.66, 5297.71
12/28/11, 5282.68, 5306.21, 5233.99, 5250.41
12/27/11, 5322.64, 5327.22, 5262.61, 5275.06
12/23/11, 5306.94, 5326.02, 5292.58, 5314.57
12/22/11, 5202.64, 5272.35, 5202.64, 5272.35
12/21/11, 5255.71, 5310.40, 5166.23, 5188.17
12/20/11, 5040.30, 5217.22, 5024.30, 5217.04
12/19/11, 5038.91, 5113.76, 5032.94, 5043.67
12/16/11, 5137.52, 5140.41, 5054.35, 5072.75
12/15/11, 5106.61, 5142.43, 5065.82, 5112.58
12/14/11, 5195.22, 5229.66, 5085.48, 5085.48
12/13/11, 5205.32, 5266.93, 5145.94, 5207.93
12/12/11, 5338.30, 5340.66, 5186.79, 5190.77
12/09/11, 5270.79, 5393.04, 5266.41, 5342.31
12/08/11, 5495.66, 5503.93, 5298.64, 5302.18
12/07/11, 5572.00, 5614.91, 5403.18, 5469.01
12/05/11, 5568.34, 5584.05, 5542.37, 5572.28
12/02/11, 5533.84, 5595.45, 5484.15, 5501.53
12/01/11, 5585.19, 5585.19, 5487.14, 5497.07
11/30/11, 5387.76, 5577.69, 5289.58, 5575.20
11/29/11, 5370.30, 5421.65, 5307.75, 5388.02
11/28/11, 5158.34, 5387.81, 5158.34, 5384.43
11/25/11, 5099.12, 5138.86, 5032.43, 5098.97
11/24/11, 5090.77, 5178.91, 5049.55, 5107.41
11/23/11, 5098.31, 5185.49, 5069.01, 5072.62
11/22/11, 5210.15, 5240.82, 5134.03, 5142.51
11/21/11, 5403.46, 5403.46, 5194.09, 5196.59
11/18/11, 5445.90, 5458.57, 5392.34, 5402.81
11/17/11, 5564.82, 5579.17, 5468.73, 5482.68
11/16/11, 5571.26, 5629.62, 5531.67, 5574.40
11/15/11, 5601.76, 5635.12, 5520.93, 5574.44
11/14/11, 5766.64, 5776.31, 5613.93, 5635.12
11/11/11, 5550.82, 5706.10, 5528.80, 5702.70
11/10/11, 5477.04, 5636.98, 5465.33, 5521.99
11/09/11, 5740.78, 5757.95, 5523.45, 5564.44
11/08/11, 5678.49, 5773.79, 5678.49, 5688.10
11/07/11, 5615.66, 5741.28, 5575.19, 5673.84
11/04/11, 5799.71, 5816.81, 5620.41, 5648.74
11/03/11, 5609.75, 5765.29, 5504.89, 5759.85
11/02/11, 5551.66, 5621.17, 5463.10, 5609.63
11/01/11, 5628.46, 5628.46, 5469.26, 5523.15
10/31/11, 5942.30, 5953.13, 5728.40, 5728.40
10/28/11, 6055.54, 6102.71, 5950.33, 5982.40
10/27/11, 5901.12, 6024.93, 5884.79, 6017.64
10/26/11, 5715.75, 5799.51, 5671.82, 5711.82
10/25/11, 5726.39, 5770.06, 5659.10, 5698.30
10/24/11, 5601.24, 5714.58, 5601.24, 5712.86
10/21/11, 5462.55, 5546.43, 5448.25, 5545.57
10/20/11, 5450.83, 5562.83, 5405.08, 5439.94
10/19/11, 5514.77, 5549.47, 5461.54, 5491.40
10/18/11, 5455.58, 5530.01, 5400.16, 5515.50
10/17/11, 5695.94, 5750.56, 5471.76, 5492.41
10/14/11, 5608.61, 5692.10, 5580.39, 5659.34
10/13/11, 5617.86, 5709.46, 5574.07, 5585.16
10/12/11, 5475.70, 5630.18, 5423.08, 5626.16
10/11/11, 5490.06, 5514.07, 5436.64, 5488.72
10/10/11, 5370.06, 5488.20, 5341.61, 5488.20
10/07/11, 5375.66, 5412.55, 5304.80, 5349.44
10/06/11, 5225.48, 5355.30, 5224.24, 5355.30
10/05/11, 5108.01, 5189.47, 5063.85, 5188.56
10/04/11, 5191.21, 5193.27, 4977.38, 5020.54
10/03/11, 5186.54, 5275.54, 5146.33, 5242.04
09/30/11, 5356.78, 5373.16, 5240.57, 5271.79
09/29/11, 5282.76, 5380.07, 5265.10, 5374.42
09/28/11, 5340.55, 5369.49, 5262.31, 5304.92
09/27/11, 5232.75, 5369.40, 5214.68, 5369.40
09/26/11, 4995.57, 5190.29, 4974.33, 5109.73
09/23/11, 5151.81, 5166.13, 4943.21, 5059.08
09/22/11, 5268.60, 5278.78, 5112.69, 5112.69
09/21/11, 5445.39, 5453.47, 5374.90, 5392.23
09/20/11, 5336.27, 5455.12, 5327.21, 5455.12
09/19/11, 5434.62, 5458.31, 5346.76, 5366.72
09/16/11, 5507.94, 5556.15, 5433.61, 5525.07
09/15/11, 5344.88, 5483.26, 5338.30, 5452.69
09/14/11, 5191.56, 5309.39, 5191.56, 5297.96
09/13/11, 5279.06, 5280.62, 5113.68, 5229.13
09/12/11, 5249.83, 5267.38, 5169.23, 5205.81
09/09/11, 5538.21, 5560.97, 5375.97, 5375.97
09/08/11, 5539.68, 5613.66, 5488.21, 5575.16
09/07/11, 5424.16, 5545.00, 5423.95, 5545.00
09/06/11, 5353.86, 5424.25, 5294.15, 5335.07
09/05/11, 5533.54, 5533.54, 5343.79, 5373.71
09/02/11, 5722.69, 5722.69, 5581.58, 5604.84
09/01/11, 5769.25, 5791.65, 5657.43, 5779.35
08/31/11, 5593.07, 5786.58, 5593.07, 5767.82
08/30/11, 5575.45, 5599.49, 5503.51, 5593.07
08/29/11, 5388.17, 5548.71, 5388.17, 5537.58
08/26/11, 5400.93, 5411.64, 5256.92, 5388.11
08/25/11, 5515.20, 5546.20, 5400.33, 5416.72
08/24/11, 5442.65, 5513.20, 5380.95, 5451.05
08/23/11, 5396.60, 5490.27, 5350.52, 5384.63
08/22/11, 5259.64, 5419.57, 5257.58, 5331.72
08/19/11, 5308.64, 5386.94, 5128.79, 5307.61
08/18/11, 5649.91, 5649.91, 5281.56, 5314.69
08/17/11, 5593.25, 5689.42, 5519.47, 5650.26
08/16/11, 5718.78, 5718.78, 5550.95, 5621.88
08/15/11, 5627.71, 5815.44, 5544.27, 5678.02
08/12/11, 5392.43, 5565.16, 5266.00, 5553.84
08/11/11, 5247.27, 5369.42, 5102.64, 5362.87
08/10/11, 5388.89, 5481.95, 5122.89, 5132.73
08/09/11, 5073.63, 5263.83, 4880.28, 5263.83
08/08/11, 5246.41, 5377.66, 5073.30, 5075.43
08/05/11, 5148.64, 5429.52, 5058.35, 5286.72
08/04/11, 5636.19, 5714.61, 5346.02, 5346.02
08/03/11, 5702.24, 5751.07, 5596.28, 5635.93
08/02/11, 5975.58, 5992.69, 5810.96, 5810.96
08/01/11, 6241.54, 6283.52, 5983.49, 5983.49
07/29/11, 6137.04, 6180.39, 6091.10, 6156.58
07/28/11, 6195.38, 6225.80, 6138.62, 6191.35
07/27/11, 6321.85, 6324.03, 6243.04, 6264.44
07/26/11, 6370.25, 6394.75, 6311.96, 6339.51
07/25/11, 6394.17, 6396.15, 6347.08, 6370.32
07/22/11, 6456.71, 6486.53, 6396.17, 6422.50
07/21/11, 6375.71, 6398.30, 6265.82, 6386.56
07/20/11, 6274.70, 6367.37, 6274.70, 6349.47
07/19/11, 6171.52, 6230.38, 6162.00, 6224.79
07/18/11, 6333.96, 6333.96, 6159.68, 6171.77
07/15/11, 6389.17, 6389.17, 6325.53, 6340.07
07/14/11, 6450.04, 6477.32, 6396.99, 6418.33
07/13/11, 6416.29, 6508.72, 6404.84, 6498.00
07/12/11, 6434.78, 6449.66, 6294.82, 6429.99
07/11/11, 6622.58, 6622.58, 6494.72, 6508.59
07/08/11, 6817.38, 6828.37, 6676.40, 6676.40
07/07/11, 6740.70, 6813.19, 6733.75, 6807.14
07/06/11, 6743.89, 6752.92, 6708.68, 6721.18
07/05/11, 6784.49, 6786.30, 6738.30, 6749.34
07/04/11, 6776.13, 6794.82, 6759.16, 6781.69
07/01/11, 6735.75, 6767.63, 6675.71, 6762.44
06/30/11, 6624.80, 6716.62, 6611.92, 6716.62
06/29/11, 6390.12, 6583.29, 6390.12, 6583.29
06/28/11, 6343.64, 6394.60, 6313.84, 6362.39
06/27/11, 6322.26, 6351.26, 6304.58, 6333.88
06/23/11, 6438.90, 6450.59, 6360.01, 6367.44
06/22/11, 6517.73, 6541.56, 6468.56, 6468.56
06/21/11, 6405.10, 6501.18, 6405.10, 6501.18
06/20/11, 6427.81, 6429.62, 6404.77, 6405.09
06/17/11, 6505.58, 6631.47, 6473.00, 6607.67
06/16/11, 6596.98, 6596.98, 6454.50, 6528.05
06/15/11, 6745.73, 6745.73, 6619.23, 6636.32
06/14/11, 6766.86, 6793.80, 6723.02, 6741.85
06/13/11, 6762.44, 6775.92, 6717.66, 6728.23
06/10/11, 6852.74, 6852.74, 6747.80, 6761.62
06/09/11, 6754.93, 6854.36, 6752.25, 6854.36
06/08/11, 6915.71, 6915.71, 6759.96, 6761.05
06/07/11, 6917.06, 6961.37, 6895.80, 6915.93
06/06/11, 6940.55, 6959.23, 6903.48, 6921.32
06/03/11, 7044.38, 7044.38, 6931.97, 6954.70
06/01/11, 7133.55, 7133.55, 7018.46, 7088.64
05/31/11, 7285.68, 7335.03, 7117.25, 7131.87
05/30/11, 7249.87, 7272.27, 7247.11, 7254.75
05/27/11, 7239.29, 7249.52, 7215.48, 7233.11
05/26/11, 7239.94, 7273.39, 7185.38, 7195.01
05/25/11, 7200.11, 7239.90, 7181.69, 7239.90
05/24/11, 7231.81, 7290.05, 7229.07, 7229.07
05/23/11, 7295.40, 7295.81, 7212.08, 7222.05
05/20/11, 7394.34, 7428.88, 7344.90, 7356.61
05/19/11, 7373.52, 7397.54, 7336.31, 7383.34
05/18/11, 7371.10, 7392.34, 7342.11, 7356.18
05/17/11, 7369.91, 7422.83, 7338.05, 7338.05
05/16/11, 7347.62, 7387.07, 7307.73, 7378.96
05/13/11, 7439.35, 7454.51, 7380.15, 7390.78
05/12/11, 7410.26, 7441.26, 7361.70, 7404.59
05/11/11, 7451.77, 7483.45, 7427.17, 7458.72
05/10/11, 7365.33, 7436.41, 7348.79, 7436.41
05/09/11, 7339.76, 7398.09, 7315.12, 7360.47
05/06/11, 7282.75, 7350.79, 7189.71, 7347.01
05/05/11, 7327.19, 7353.35, 7244.65, 7262.85
05/04/11, 7381.05, 7410.58, 7296.26, 7302.59
05/03/11, 7555.71, 7564.69, 7462.49, 7477.54
05/02/11, 7555.49, 7572.71, 7546.03, 7569.35
04/29/11, 7505.28, 7524.40, 7500.72, 7518.94
04/28/11, 7503.48, 7518.56, 7486.50, 7517.93
04/27/11, 7462.48, 7487.09, 7430.37, 7478.13
04/26/11, 7411.44, 7447.55, 7403.23, 7441.92
04/21/11, 7424.30, 7464.13, 7386.47, 7424.60
04/20/11, 7339.41, 7425.23, 7339.41, 7417.48
04/19/11, 7267.34, 7333.03, 7265.94, 7312.37
04/18/11, 7371.47, 7380.96, 7241.41, 7264.86
04/15/11, 7396.53, 7415.41, 7350.55, 7384.30
04/14/11, 7480.52, 7500.86, 7405.01, 7430.52
04/13/11, 7458.29, 7519.87, 7458.29, 7500.03
04/12/11, 7549.50, 7555.68, 7446.80, 7458.30
04/11/11, 7567.13, 7591.23, 7539.71, 7591.23
04/08/11, 7548.35, 7576.87, 7548.35, 7571.21
04/07/11, 7599.72, 7611.66, 7534.63, 7542.74
04/06/11, 7580.01, 7611.18, 7560.97, 7611.18
04/05/11, 7586.13, 7607.46, 7554.38, 7607.46
04/04/11, 7549.65, 7595.25, 7547.21, 7595.25
04/01/11, 7500.14, 7548.88, 7477.63, 7548.53
03/31/11, 7547.75, 7566.49, 7509.94, 7519.83
03/30/11, 7553.01, 7579.78, 7553.01, 7561.03
03/29/11, 7533.65, 7542.35, 7468.58, 7513.12
03/28/11, 7482.54, 7534.13, 7462.82, 7510.31
03/25/11, 7444.51, 7471.32, 7415.83, 7468.65
03/24/11, 7337.74, 7435.67, 7334.99, 7435.67
03/23/11, 7311.40, 7362.97, 7293.77, 7362.97
03/22/11, 7361.25, 7401.85, 7292.65, 7330.80
03/21/11, 7307.49, 7358.75, 7297.01, 7350.06
03/18/11, 7220.08, 7266.29, 7206.57, 7219.07
03/17/11, 7108.07, 7182.81, 7084.12, 7157.39
03/16/11, 7154.02, 7224.05, 7057.51, 7057.51
03/15/11, 7039.67, 7114.94, 6864.05, 7101.01
03/14/11, 7227.65, 7244.78, 7169.54, 7174.40
03/11/11, 7369.94, 7375.29, 7289.12, 7289.12
03/10/11, 7462.75, 7483.17, 7403.85, 7409.57
03/09/11, 7451.65, 7521.71, 7451.65, 7490.31
03/08/11, 7428.71, 7454.58, 7387.43, 7420.33
03/07/11, 7384.39, 7456.45, 7347.35, 7394.88
03/04/11, 7462.16, 7471.70, 7375.33, 7385.55
03/03/11, 7452.10, 7482.05, 7436.71, 7458.70
03/02/11, 7459.11, 7459.11, 7391.91, 7419.75
03/01/11, 7503.30, 7556.34, 7469.50, 7488.94
02/28/11, 7441.39, 7496.36, 7416.52, 7471.45
02/25/11, 7389.16, 7445.97, 7380.13, 7424.79
02/24/11, 7314.65, 7384.43, 7278.98, 7345.42
02/23/11, 7489.67, 7490.96, 7346.22, 7365.42
02/22/11, 7502.55, 7527.40, 7435.34, 7513.58
02/21/11, 7617.02, 7629.80, 7532.99, 7536.57
02/18/11, 7614.35, 7622.69, 7563.97, 7608.11
02/17/11, 7641.32, 7641.32, 7554.10, 7565.23
02/16/11, 7628.59, 7644.50, 7622.35, 7631.16
02/15/11, 7619.44, 7649.41, 7569.64, 7596.83
02/14/11, 7677.92, 7677.92, 7634.99, 7636.51
02/11/11, 7726.91, 7765.76, 7666.16, 7678.92
02/10/11, 7911.68, 7911.68, 7811.02, 7837.27
02/09/11, 7878.06, 7934.61, 7866.25, 7912.33
02/08/11, 7897.64, 7898.17, 7835.48, 7872.58
02/07/11, 7833.28, 7901.60, 7833.10, 7881.40
02/04/11, 7819.28, 7834.12, 7760.11, 7790.96
02/03/11, 7847.67, 7867.49, 7762.66, 7784.64
02/02/11, 7878.00, 7901.55, 7809.34, 7823.96
02/01/11, 7823.34, 7896.22, 7823.34, 7883.53
01/31/11, 7792.73, 7797.56, 7742.23, 7786.88
01/28/11, 7799.65, 7876.55, 7772.76, 7807.80
01/27/11, 7773.83, 7822.96, 7680.06, 7794.41
01/26/11, 7757.54, 7801.25, 7757.54, 7767.31
01/25/11, 7786.15, 7825.97, 7710.50, 7724.12
01/24/11, 7785.21, 7811.03, 7708.63, 7746.56
01/21/11, 7655.08, 7815.50, 7655.08, 7742.28
01/20/11, 7691.55, 7693.04, 7608.01, 7644.56
01/19/11, 7871.88, 7871.88, 7698.93, 7698.93
01/18/11, 7840.22, 7881.99, 7839.13, 7861.49
01/17/11, 7866.14, 7872.71, 7818.17, 7835.83
01/14/11, 7842.03, 7863.21, 7782.44, 7857.89
01/12/11, 7790.63, 7897.95, 7789.04, 7897.95
01/11/11, 7688.34, 7784.99, 7686.66, 7783.01
01/10/11, 7798.06, 7798.06, 7657.99, 7657.99
01/07/11, 7808.78, 7830.05, 7761.69, 7808.08
01/05/11, 7801.17, 7811.42, 7732.29, 7773.79
01/04/11, 7832.15, 7860.34, 7780.37, 7783.77
01/03/11, 7699.79, 7818.26, 7699.79, 7812.24
